PatientTime, SCETime, WorldTime, HR, SBP, DBP, MAP, RR, VT, SpO2, TBody, CVP, PAS, PAD, PCWP, CO, ICP, PaO2 , PaCO2 , pH, TBlood, Hb, Hct, PvO2, PvCO2, PAO2, PACO2, PAN2, Alv. SEV., Alv. ISO., Alv. ENF., Alv. HAL., Alv. N2O, C-SPINE X, C-SPINE Y, II
00:09:10, 00:09:10, 2019-10-28 10:40:02, 131, 62, 48, 52.9, 29, 351, 98, 36.5, -1, 6, 2, 0, 2.5, 11, 95.3, 36.0, 7.47, 37.0, 14.5, 42.6, 24.5, 47.7, 112.5, 35.9, 564.60, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 1.73 
00:09:15, 00:09:15, 2019-10-28 10:40:07, 132, 62, 48, 52.9, 29, 351, 98, 36.5, -3, 6, 3, -1, 2.5, 11, 95.3, 36.0, 7.47, 37.0, 14.5, 42.6, 24.5, 47.7, 111.9, 36.4, 564.78, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 1.73 
00:09:20, 00:09:20, 2019-10-28 10:40:12, 131, 61, 48, 52.8, 29, 351, 98, 36.5, -2, 4, 1, -0, 2.5, 11, 95.3, 36.0, 7.47, 37.0, 14.5, 42.6, 24.5, 47.7, 113.4, 35.2, 564.39, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 1.73 
00:09:25, 00:09:25, 2019-10-28 10:40:17, 131, 62, 48, 52.8, 29, 351, 98, 36.5, -1, 6, 3, 0, 2.5, 11, 95.3, 36.0, 7.47, 37.0, 14.5, 42.6, 24.5, 47.7, 112.6, 35.8, 564.57, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 1.73 
00:09:30, 00:09:30, 2019-10-28 10:40:22, 131, 61, 48, 52.9, 29, 351, 98, 36.5, -1, 5, 1, 0, 2.5, 11, 95.3, 36.0, 7.47, 37.0, 14.5, 42.6, 24.5, 47.7, 112.9, 35.6, 564.51, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 1.74 
00:09:35, 00:09:35, 2019-10-28 10:40:27, 131, 62, 48, 52.8, 29, 351, 98, 36.5, -1, 6, 3, 0, 2.5, 11, 95.3, 36.0, 7.47, 37.0, 14.5, 42.6, 24.5, 47.7, 112.0, 36.3, 564.72, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 1.74 
00:09:40, 00:09:40, 2019-10-28 10:40:32, 131, 61, 48, 52.9, 29, 351, 98, 36.5, -4, 6, 2, -2, 2.5, 11, 95.3, 36.0, 7.47, 37.0, 14.5, 42.6, 24.5, 47.7, 113.0, 35.5, 564.48, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 1.74 
00:09:45, 00:09:45, 2019-10-28 10:40:37, 131, 62, 48, 52.7, 29, 351, 98, 36.5, -1, 6, 2, 0, 2.5, 11, 95.3, 36.0, 7.47, 37.0, 14.5, 42.6, 24.5, 47.7, 113.0, 35.6, 564.47, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 1.74 
00:09:50, 00:09:50, 2019-10-28 10:40:42, 131, 62, 48, 53.0, 29, 351, 98, 36.5, -1, 6, 3, 0, 2.5, 11, 95.4, 36.0, 7.47, 37.0, 14.5, 42.6, 24.5, 47.7, 112.1, 36.2, 564.68, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 1.74 
00:09:55, 00:09:55, 2019-10-28 10:40:47, 131, 63, 50, 53.3, 29, 349, 98, 36.5, -1, 9, 3, -2, 2.4, 11, 95.4, 36.0, 7.47, 37.0, 11.1, 32.8, 24.5, 47.7, 113.0, 35.8, 564.22, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 1.73 
00:10:00, 00:10:00, 2019-10-28 10:40:52, 128, 114, 87, 88.8, 29, 340, 98, 36.5, -4, 11, 7, 1, 3.0, 10, 95.8, 36.1, 7.47, 37.0, 11.1, 32.8, 24.4, 47.7, 112.4, 37.4, 563.25, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 1.94 
00:10:05, 00:10:05, 2019-10-28 10:40:57, 97, 86, 63, 74.0, 28, 352, 98, 36.5, -0, 18, 8, 0, 3.1, 7, 95.9, 36.4, 7.47, 37.0, 11.1, 32.8, 24.9, 47.7, 113.9, 36.6, 562.45, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 2.22 
00:10:10, 00:10:10, 2019-10-28 10:41:02, 108, 101, 76, 85.8, 27, 375, 98, 36.5, -1, 5, 1, 1, 3.4, 7, 96.1, 36.7, 7.47, 37.0, 11.1, 32.8, 25.5, 47.6, 113.7, 37.2, 562.16, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 2.45 
00:10:15, 00:10:15, 2019-10-28 10:41:07, 106, 104, 75, 81.1, 27, 389, 98, 36.5, -0, 16, 7, 3, 3.5, 8, 96.4, 37.0, 7.46, 37.0, 11.1, 32.8, 25.9, 47.6, 113.6, 37.5, 561.87, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 2.61 
00:10:20, 00:10:20, 2019-10-28 10:41:12, 102, 88, 66, 78.5, 26, 400, 98, 36.5, 1, 10, 3, 1, 3.6, 7, 96.7, 37.2, 7.46, 37.0, 11.1, 32.8, 26.4, 47.6, 113.7, 37.8, 561.60, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 2.80 
00:10:25, 00:10:25, 2019-10-28 10:41:17, 109, 105, 79, 85.6, 26, 403, 98, 36.5, -1, 11, 6, 2, 3.8, 8, 97.1, 37.4, 7.46, 37.0, 11.1, 32.8, 26.8, 47.5, 113.6, 38.1, 561.30, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 2.91 
00:10:30, 00:10:30, 2019-10-28 10:41:22, 102, 101, 74, 80.8, 26, 402, 98, 36.5, -2, 15, 7, 1, 3.8, 8, 97.6, 37.6, 7.46, 37.0, 11.1, 32.8, 27.2, 47.4, 115.2, 37.1, 560.74, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.04 
00:10:35, 00:10:35, 2019-10-28 10:41:27, 102, 91, 68, 79.6, 26, 399, 98, 36.5, -0, 10, 3, 1, 3.9, 7, 97.9, 37.7, 7.46, 37.0, 11.1, 32.8, 27.6, 47.4, 115.1, 37.4, 560.52, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.15 
00:10:40, 00:10:40, 2019-10-28 10:41:32, 106, 105, 77, 84.4, 26, 394, 98, 36.5, -1, 11, 4, 2, 3.9, 8, 98.3, 37.9, 7.46, 37.0, 11.1, 32.8, 27.8, 47.3, 114.9, 37.7, 560.36, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.21 
00:10:45, 00:10:45, 2019-10-28 10:41:37, 101, 96, 71, 79.1, 26, 392, 98, 36.5, 1, 14, 6, 2, 3.9, 8, 98.6, 38.0, 7.45, 37.0, 11.1, 32.8, 28.1, 47.2, 114.7, 38.0, 560.26, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.30 
00:10:50, 00:10:50, 2019-10-28 10:41:42, 104, 96, 72, 81.5, 26, 389, 98, 36.5, 0, 10, 4, 1, 4.0, 7, 98.9, 38.1, 7.45, 37.0, 11.1, 32.8, 28.3, 47.2, 114.4, 38.3, 560.23, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.37 
00:10:55, 00:10:55, 2019-10-28 10:41:47, 104, 102, 75, 82.7, 26, 387, 98, 36.5, -0, 13, 6, 2, 4.0, 8, 99.2, 38.3, 7.45, 37.0, 11.1, 32.8, 28.4, 47.1, 114.2, 38.6, 560.22, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.41 
00:11:00, 00:11:00, 2019-10-28 10:41:52, 101, 96, 71, 80.1, 26, 384, 98, 36.5, -1, 14, 6, 0, 4.0, 8, 99.4, 38.4, 7.45, 37.0, 11.1, 32.8, 28.7, 47.1, 115.3, 37.6, 560.07, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.48 
00:11:05, 00:11:05, 2019-10-28 10:41:57, 103, 99, 73, 82.0, 26, 382, 98, 36.5, -1, 11, 4, 1, 4.0, 8, 99.6, 38.5, 7.45, 37.0, 11.1, 32.8, 28.8, 47.0, 115.1, 37.9, 560.10, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.54 
00:11:10, 00:11:10, 2019-10-28 10:42:02, 103, 101, 74, 81.7, 26, 380, 98, 36.5, -0, 11, 5, 2, 4.0, 8, 99.8, 38.5, 7.45, 37.0, 11.1, 32.8, 28.9, 47.0, 114.8, 38.1, 560.13, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.57 
00:11:15, 00:11:15, 2019-10-28 10:42:07, 101, 95, 70, 80.1, 26, 379, 98, 36.5, 0, 11, 3, 2, 4.1, 8, 100.0, 38.6, 7.45, 37.0, 11.1, 32.8, 29.0, 46.9, 114.5, 38.3, 560.18, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.62 
00:11:20, 00:11:20, 2019-10-28 10:42:12, 104, 101, 74, 83.0, 26, 380, 98, 36.5, -0, 10, 4, 2, 4.1, 8, 100.1, 38.6, 7.45, 37.0, 11.1, 32.8, 29.1, 46.9, 114.3, 38.5, 560.24, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.65 
00:11:25, 00:11:25, 2019-10-28 10:42:17, 102, 98, 72, 80.9, 26, 383, 98, 36.5, 0, 13, 4, 2, 4.1, 8, 100.2, 38.6, 7.45, 37.0, 11.1, 32.8, 29.2, 46.8, 114.1, 38.6, 560.26, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.68 
00:11:30, 00:11:30, 2019-10-28 10:42:22, 102, 96, 70, 80.5, 26, 385, 98, 36.5, -1, 11, 4, 0, 4.0, 8, 100.4, 38.7, 7.45, 37.0, 11.1, 32.8, 29.3, 46.8, 115.4, 37.6, 560.07, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.72 
00:11:35, 00:11:35, 2019-10-28 10:42:27, 103, 100, 73, 81.9, 26, 385, 98, 36.5, -1, 10, 4, 1, 4.1, 8, 100.5, 38.7, 7.45, 37.0, 11.1, 32.8, 29.4, 46.8, 115.3, 37.7, 560.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.74 
00:11:40, 00:11:40, 2019-10-28 10:42:32, 102, 97, 71, 81.0, 26, 384, 98, 36.5, -0, 11, 5, 2, 4.1, 8, 100.6, 38.6, 7.45, 37.0, 11.1, 32.8, 29.4, 46.7, 115.2, 37.9, 559.93, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.77 
00:11:45, 00:11:45, 2019-10-28 10:42:37, 102, 97, 72, 81.8, 26, 382, 98, 36.5, 0, 10, 4, 2, 4.1, 8, 100.7, 38.6, 7.45, 37.0, 11.1, 32.8, 29.5, 46.7, 115.0, 38.1, 559.89, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.80 
00:11:50, 00:11:50, 2019-10-28 10:42:42, 103, 99, 73, 82.0, 26, 381, 98, 36.5, -0, 11, 4, 2, 4.1, 8, 100.9, 38.6, 7.45, 37.0, 11.1, 32.8, 29.5, 46.7, 114.8, 38.3, 559.86, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.81 
00:11:55, 00:11:55, 2019-10-28 10:42:47, 102, 97, 71, 80.7, 26, 381, 98, 36.5, 0, 13, 6, 2, 4.1, 8, 101.0, 38.6, 7.45, 37.0, 11.1, 32.8, 29.5, 46.6, 114.7, 38.5, 559.85, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.83 
00:12:00, 00:12:00, 2019-10-28 10:42:52, 103, 98, 72, 81.0, 26, 379, 98, 36.5, -2, 11, 4, -0, 4.0, 8, 101.0, 38.6, 7.45, 37.0, 11.1, 32.8, 29.6, 46.6, 115.8, 37.5, 559.69, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.85 
00:12:05, 00:12:05, 2019-10-28 10:42:57, 103, 99, 73, 81.9, 26, 379, 98, 36.5, -1, 12, 4, 1, 4.1, 8, 101.1, 38.6, 7.45, 37.0, 11.1, 32.8, 29.6, 46.6, 115.6, 37.7, 559.67, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.86 
00:12:10, 00:12:10, 2019-10-28 10:43:02, 102, 97, 71, 81.1, 26, 378, 98, 36.5, 0, 11, 5, 2, 4.1, 8, 101.2, 38.6, 7.45, 37.0, 11.1, 32.8, 29.6, 46.6, 115.4, 37.9, 559.67, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.88 
00:12:15, 00:12:15, 2019-10-28 10:43:07, 103, 99, 73, 82.0, 26, 378, 98, 36.5, -0, 10, 5, 2, 4.1, 8, 101.3, 38.6, 7.45, 37.0, 11.1, 32.8, 29.6, 46.5, 115.2, 38.1, 559.69, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.89 
00:12:20, 00:12:20, 2019-10-28 10:43:12, 102, 99, 73, 81.0, 26, 377, 98, 36.5, 0, 13, 6, 2, 4.1, 8, 101.3, 38.6, 7.45, 37.0, 11.1, 32.8, 29.7, 46.5, 115.0, 38.3, 559.71, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.90 
00:12:25, 00:12:25, 2019-10-28 10:43:17, 102, 98, 72, 80.8, 26, 377, 98, 36.5, -0, 12, 5, 2, 4.0, 8, 101.4, 38.6, 7.45, 37.0, 11.1, 32.8, 29.7, 46.5, 114.8, 38.5, 559.74, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.92 
00:12:30, 00:12:30, 2019-10-28 10:43:22, 103, 99, 73, 82.0, 26, 376, 98, 36.5, -2, 12, 5, 0, 4.1, 8, 101.4, 38.6, 7.45, 37.0, 11.1, 32.8, 29.7, 46.5, 115.8, 37.5, 559.64, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.93 
00:12:35, 00:12:35, 2019-10-28 10:43:27, 102, 98, 72, 81.5, 26, 375, 98, 36.5, -1, 12, 5, 1, 4.1, 8, 101.4, 38.6, 7.45, 37.0, 11.1, 32.8, 29.7, 46.5, 115.7, 37.7, 559.66, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.94 
00:12:40, 00:12:40, 2019-10-28 10:43:32, 102, 98, 72, 81.4, 26, 375, 98, 36.5, -0, 11, 4, 2, 4.1, 8, 101.4, 38.6, 7.45, 37.0, 11.1, 32.8, 29.7, 46.4, 115.4, 37.9, 559.69, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.95 
00:12:45, 00:12:45, 2019-10-28 10:43:37, 103, 99, 73, 81.3, 26, 375, 98, 36.5, -0, 12, 4, 2, 4.1, 8, 101.5, 38.6, 7.45, 37.0, 11.1, 32.8, 29.7, 46.4, 115.2, 38.1, 559.74, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.95 
00:12:50, 00:12:50, 2019-10-28 10:43:42, 102, 98, 72, 81.1, 26, 374, 98, 36.5, -0, 12, 5, 2, 4.1, 8, 101.5, 38.6, 7.45, 37.0, 11.1, 32.8, 29.7, 46.4, 115.0, 38.3, 559.79, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.96 
00:12:55, 00:12:55, 2019-10-28 10:43:47, 103, 99, 73, 81.9, 26, 374, 98, 36.5, -0, 12, 5, 2, 4.1, 8, 101.5, 38.5, 7.45, 37.0, 11.1, 32.8, 29.7, 46.4, 114.7, 38.4, 559.85, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 3.97 
